timestamp,RPM,Vibration_X,Vibration_Y,Vibration_Z,Temperature,Current_A,Pressure_PSI
22.4845,1711.1,0.6837,0.6424,0.4059,74.88,19.323,67.08
22.4945,1711.77,1.1444,-0.5756,-0.3781,74.79,18.48,68.62
22.5045,1712.43,-0.7798,-1.0384,0.4772,74.9,18.339,69.35
22.5145,1713.1,-0.4147,0.0244,-0.533,74.72,18.84,65.75
22.5245,1713.76,0.3073,1.3874,0.6939,74.71,18.021,68.22
22.5345,1714.42,0.8647,0.0322,-0.2104,74.78,17.749,69.66
22.5445,1715.08,-1.1195,-0.9442,0.0863,74.82,18.526,65.37
22.5545,1715.73,-0.7594,0.6653,-0.4455,74.75,18.695,67.98
22.5645,1716.39,1.011,1.1039,0.4617,74.82,18.815,66.27
22.5745,1717.04,0.7425,-0.049,-0.163,74.74,18.466,67.21
22.5845,1717.69,-1.5273,-1.2715,0.1488,74.74,19.416,64.14
22.5945,1718.34,-0.8092,0.8252,-0.2328,74.81,18.037,70.45
22.6045,1718.98,0.8781,1.622,0.0478,74.86,18.221,67.81
22.6145,1719.63,0.9903,-0.21,-0.3535,74.8,19.039,66.87
22.6245,1720.27,-0.3775,-1.0302,0.507,74.93,18.22,68.89
22.6345,1720.91,-1.1906,0.5537,-0.4231,74.94,18.207,66.86
22.6445,1721.54,0.9534,1.0907,0.1145,75.02,18.874,66.56
22.6545,1722.18,1.2272,-0.3789,-0.3188,75.18,18.291,70.8
22.6645,1722.81,-1.284,-0.9097,0.2502,75.29,18.757,71.18
22.6745,1723.44,-0.7737,0.2352,-0.2466,75.41,18.479,67.73
22.6845,1724.07,0.6003,1.1746,0.2084,75.43,18.404,70.26
22.6945,1724.69,0.8453,-0.425,-0.4572,75.51,17.789,69.43
22.7045,1725.32,-0.6483,-1.559,0.0383,75.53,18.915,66.46
22.7145,1725.94,-1.0161,0.2763,-0.3161,75.41,18.227,67.35
22.7245,1726.56,0.551,1.3565,0.3177,75.45,18.772,70.93
22.7345,1727.17,0.8803,-0.2746,-0.5202,75.48,18.605,66.54
22.7445,1727.79,-1.081,-0.7718,0.3712,75.54,18.764,72.09
22.7546,1728.4,-1.1959,0.0431,-0.1882,75.53,18.797,67.81
22.7646,1729.01,0.9597,0.8679,0.3101,75.45,18.974,70.96
22.7746,1729.62,0.5257,-0.2367,-0.3023,75.52,18.519,68.31
22.7846,1730.22,-0.557,-1.1529,0.3837,75.39,19.51,69.62
22.7946,1730.83,-0.7317,0.4133,-0.5235,75.54,17.97,71.05
22.8046,1731.43,0.2403,0.9392,0.6515,75.52,18.785,70.8
22.8146,1732.03,0.6673,0.1204,-0.4138,75.55,19.322,67.7
22.8246,1732.62,-0.4008,-0.6418,0.4417,75.6,19.148,67.38
22.8346,1733.22,-1.165,0.2127,-0.2281,75.67,18.427,68.8
22.8446,1733.81,0.6208,1.4466,0.3226,75.53,18.515,66.89
22.8546,1734.4,1.0094,-0.4875,-0.2527,75.61,18.421,69.28
22.8646,1734.99,-0.5262,-0.866,0.3808,75.64,19.229,67.47
22.8746,1735.57,-0.9464,0.486,-0.5567,75.58,18.565,70.5
22.8846,1736.15,0.583,1.3513,0.2943,75.51,19.068,67.84
22.8946,1736.73,1.2977,-0.229,-0.4362,75.48,19.077,66.08
22.9046,1737.31,-0.2417,-1.8746,0.2752,75.35,20.134,70.42
22.9146,1737.89,-0.5775,0.0655,-0.5402,75.53,19.112,69.0
22.9246,1738.46,0.79,0.9802,0.5137,75.68,18.555,69.01
22.9346,1739.03,0.6287,-0.4714,-0.1046,75.73,18.235,70.74
22.9446,1739.6,-1.0146,-1.1067,0.4917,75.7,18.832,70.22
22.9546,1740.16,-0.7146,0.1229,-0.1546,75.69,18.916,67.75
22.9646,1740.73,0.892,0.9317,0.2936,75.76,17.875,68.58
22.9746,1741.29,1.2919,-0.4932,-0.4409,75.94,18.628,67.45
22.9846,1741.85,-0.5724,-1.3173,0.2288,75.89,19.138,66.75
22.9946,1742.41,-1.3224,0.5098,-0.2491,75.78,18.728,69.89
23.0046,1742.96,1.0841,0.9738,0.3799,75.93,19.484,69.47
23.0146,1743.51,0.5721,-0.359,-0.3576,75.75,18.225,70.32
23.0246,1744.06,-0.8848,-1.2538,0.5404,75.65,19.348,70.72
23.0346,1744.61,-0.7965,0.3159,-0.2855,75.63,19.471,69.92
23.0446,1745.15,1.3693,1.2542,0.2206,75.48,19.497,69.97
23.0546,1745.69,1.8046,-0.9932,-0.4487,75.59,18.241,66.0
23.0646,1746.23,-0.5896,-0.8853,0.449,75.68,19.185,68.42
23.0746,1746.77,-0.9267,0.5919,-0.1905,75.63,18.698,70.46
23.0846,1747.31,0.933,0.8787,0.4297,75.76,18.334,67.44
23.0946,1747.84,1.1381,-0.4768,-0.0625,75.9,18.835,69.26
23.1046,1748.37,-0.8699,-1.2544,0.5924,75.89,18.594,69.97
23.1146,1748.9,-0.3332,0.0456,-0.2812,75.85,19.512,69.57
23.1246,1749.42,0.8437,1.1983,0.2217,76.08,19.313,69.63
23.1346,1749.94,1.0212,-0.7221,-0.5441,76.15,18.484,70.27
23.1446,1750.46,-0.5759,-1.4224,0.2896,76.18,18.703,69.6
23.1546,1750.98,-0.7454,0.6211,-0.2349,76.31,18.879,67.15
23.1646,1751.5,1.0284,0.9114,0.622,76.34,19.038,70.08
23.1746,1752.01,0.6867,0.0737,-0.2855,76.29,19.582,69.56
23.1846,1752.52,-0.9452,-1.0551,0.5235,76.3,19.429,67.01
23.1946,1753.03,-1.2019,-0.2143,-0.3851,76.4,19.113,71.41
23.2046,1753.53,0.9106,1.3033,0.4419,76.2,18.962,70.09
23.2146,1754.04,1.1056,-0.2683,-0.2251,76.17,18.21,67.43
23.2246,1754.54,-0.6424,-1.2588,0.0518,76.31,19.747,67.89
23.2346,1755.03,-0.3696,0.301,-0.4109,76.26,18.882,68.51
23.2446,1755.53,0.779,1.2641,0.4914,76.41,19.887,68.29
23.2547,1756.02,1.0725,-0.0637,-0.3079,76.55,19.212,69.85
23.2647,1756.51,-1.1092,-0.8514,0.1697,76.54,20.131,67.67
23.2747,1757.0,-0.988,0.3435,-0.7139,76.49,19.426,71.02
23.2847,1757.48,0.9913,0.8025,0.2946,76.46,18.411,71.19
23.2947,1757.97,1.1266,-0.3607,-0.3603,76.72,18.824,70.56
23.3047,1758.45,-0.8718,-0.4111,0.2171,76.91,19.051,69.72
23.3147,1758.92,-0.8934,0.4243,-0.3284,76.92,18.702,71.18
23.3247,1759.4,0.3292,1.7397,0.4259,76.85,18.955,69.25
23.3347,1759.87,0.7648,0.1049,-0.2494,76.86,18.464,68.73
23.3447,1760.34,-0.5185,-1.0874,-0.0032,76.88,19.155,71.41
23.3547,1760.81,-0.6993,0.3202,-0.5474,76.75,19.274,70.01
23.3647,1761.27,0.9367,1.1391,0.3047,76.76,18.658,68.69
23.3747,1761.73,0.8867,-0.6801,-0.2647,76.89,20.134,68.72
23.3847,1762.19,-0.7854,-1.1442,0.424,76.71,19.2,68.43
23.3947,1762.65,-1.0698,0.5492,-0.28,76.79,18.764,72.74
23.4047,1763.1,0.9981,0.9993,0.2933,76.92,18.361,69.91
23.4147,1763.56,0.998,-0.1444,-0.4001,76.86,19.21,69.85
23.4247,1764.0,-0.6418,-0.9367,0.2418,77.03,19.054,70.83
23.4347,1764.45,-1.0295,0.0208,-0.236,76.96,19.579,67.73
23.4447,1764.9,0.1443,1.0372,0.2132,77.0,19.12,71.36
23.4547,1765.34,1.2007,-0.5036,-0.2239,76.96,18.599,68.95
23.4647,1765.77,-0.9349,-1.356,0.3827,76.93,20.035,72.16
23.4747,1766.21,-1.1304,-0.072,-0.3584,76.86,19.421,69.1
23.4847,1766.64,1.0003,0.9257,0.2532,76.93,19.08,71.26
23.4947,1767.07,0.7539,0.1041,-0.5552,77.01,19.293,65.94
23.5047,1767.5,-0.4752,-1.3801,0.2548,77.0,19.452,67.87
23.5147,1767.93,-0.6863,0.2832,-0.4015,76.86,18.504,69.4
23.5247,1768.35,0.9992,1.0259,-0.0032,76.9,19.301,66.58
23.5347,1768.77,0.4615,0.0423,-0.3819,76.94,19.001,70.64
23.5447,1769.19,-0.4314,-0.8242,0.491,76.91,19.483,70.05
23.5547,1769.6,-0.7928,0.4693,-0.2674,77.1,18.863,68.37
23.5647,1770.02,0.6852,1.2289,0.2781,76.94,18.934,69.73
23.5747,1770.42,0.9141,-0.3119,-0.3456,76.71,20.072,70.51
23.5847,1770.83,-1.3297,-1.4508,0.2693,76.64,19.859,66.18
23.5947,1771.24,-0.7484,0.7409,-0.3306,76.71,17.599,68.13
23.6047,1771.64,0.4889,0.9632,0.584,76.6,19.829,68.82
23.6147,1772.04,0.4651,-0.0899,-0.2078,76.5,19.217,69.49
23.6247,1772.43,-1.2554,-0.8886,0.4313,76.59,18.904,69.51
23.6347,1772.83,-0.537,0.1178,-0.4272,76.64,18.758,70.99
23.6447,1773.22,0.6108,1.4134,0.4658,76.67,18.79,70.38
23.6547,1773.6,1.3308,-0.0664,-0.6065,76.75,18.928,70.71
23.6647,1773.99,-0.9612,-0.7222,0.3157,76.71,18.708,67.62
23.6747,1774.37,-1.3827,0.141,-0.2661,76.67,18.597,69.94
23.6847,1774.75,0.4664,0.8331,0.4648,76.74,18.758,69.25
23.6947,1775.13,1.2411,-0.3855,-0.2533,76.61,19.443,71.63
23.7047,1775.5,-0.849,-1.1026,0.3981,76.39,19.31,69.63
23.7147,1775.88,-1.0348,0.2746,-0.3834,76.35,19.566,68.26
23.7247,1776.24,0.8511,1.0568,0.4348,76.44,19.258,70.68
23.7347,1776.61,1.0207,-0.7381,-0.4971,76.47,18.641,70.45
23.7447,1776.97,-0.4688,-1.0379,0.2276,76.55,19.545,68.14
23.7548,1777.33,-0.4354,0.7548,-0.3451,76.35,18.798,68.97
23.7648,1777.69,0.6969,1.2718,0.3804,76.38,19.627,68.76
23.7748,1778.05,0.472,-0.1102,-0.6284,76.45,18.724,71.4
23.7848,1778.4,-0.9298,-1.013,0.4229,76.31,18.966,69.72
23.7948,1778.75,-0.7916,0.3626,-0.2388,76.4,19.133,70.5
23.8048,1779.1,0.5175,1.3893,0.3432,76.38,19.653,68.5
23.8148,1779.44,0.5823,-0.1653,0.0013,76.69,19.407,69.97
23.8248,1779.78,-0.7043,-1.2348,0.2525,76.47,19.332,71.33
23.8348,1780.12,-0.8839,0.066,-0.4092,76.61,20.268,68.62
23.8448,1780.46,0.8181,1.0947,0.2959,76.57,18.41,69.87
23.8548,1780.79,0.6416,-0.1873,-0.3667,76.4,18.812,67.45
23.8648,1781.12,-0.8783,-1.2362,0.306,76.35,18.793,68.32
23.8748,1781.45,-1.1462,0.3452,-0.5664,76.38,18.452,69.08
23.8848,1781.78,1.0771,1.2672,0.2735,76.48,18.98,67.88
23.8948,1782.1,1.1793,-0.0592,-0.3702,76.65,19.686,71.33
23.9048,1782.42,-1.3647,-0.837,0.5399,76.79,19.05,68.34
23.9148,1782.73,-1.1474,0.2878,-0.0254,76.7,19.182,70.69
23.9248,1783.05,0.3627,0.831,0.5561,76.81,18.49,70.05
23.9348,1783.36,0.6733,-0.3554,-0.4722,76.84,18.955,69.69
23.9448,1783.67,-0.8375,-1.1471,0.2516,76.78,19.126,71.78
23.9548,1783.97,-1.303,-0.189,-0.3799,76.75,19.68,65.98
23.9648,1784.27,0.5368,1.5056,0.6238,76.68,18.524,69.38
23.9748,1784.57,0.5667,-0.2352,-0.381,76.68,19.137,67.87
23.9848,1784.87,-0.752,-1.0633,0.1571,76.61,19.91,66.28
23.9948,1785.17,-0.8469,0.613,-0.4315,76.5,19.147,67.6
24.0048,1785.46,0.5984,1.0013,0.47,76.55,18.314,69.69
24.0148,1785.74,0.9205,-0.1289,-0.253,76.61,20.014,68.09
24.0248,1786.03,-0.9798,-1.1865,0.3265,76.59,19.745,70.59
24.0348,1786.31,-0.9487,0.2272,-0.2541,76.73,19.814,68.96
24.0448,1786.59,1.3186,0.9662,0.0157,76.7,18.51,69.17
24.0548,1786.87,1.2691,0.1424,-0.3412,76.67,20.141,68.67
24.0648,1787.15,-1.2072,-1.2533,0.4859,76.73,19.0,69.37
24.0748,1787.42,-0.6178,0.4497,-0.4818,76.72,19.135,68.84
24.0848,1787.69,1.0616,0.6908,0.2315,76.72,19.04,68.21
24.0948,1787.95,0.522,0.0194,-0.637,76.47,19.868,70.59
24.1048,1788.21,-0.5733,-0.8967,0.5956,76.47,19.306,68.34
24.1148,1788.47,-0.4048,0.3008,-0.4652,76.29,19.64,68.5
24.1248,1788.73,0.483,1.1032,0.3934,76.16,19.439,69.71
24.1348,1788.99,0.5907,-0.1773,-0.2667,76.03,19.356,69.5
24.1448,1789.24,-0.5152,-0.5879,0.5841,75.93,18.932,67.75
24.1548,1789.49,-0.7842,-0.1627,-0.3805,75.88,20.314,69.78
24.1648,1789.73,0.9867,1.3557,0.2765,75.83,18.678,69.91
24.1748,1789.98,0.9676,-0.5068,-0.3316,75.9,19.618,69.12
24.1848,1790.22,-0.7048,-1.1653,0.5502,75.92,19.602,68.22
24.1948,1790.45,-1.263,0.2177,-0.3832,75.73,19.993,68.04
24.2048,1790.69,1.137,1.0534,0.2145,75.75,20.112,68.31
24.2148,1790.92,1.2157,-0.2831,-0.5889,75.78,19.351,67.0
24.2248,1791.15,-0.8924,-1.4441,0.1746,75.75,19.687,68.67
24.2348,1791.37,-0.8776,0.5386,-0.2282,75.75,20.307,69.87
24.2448,1791.6,0.365,0.7122,0.3098,75.77,19.393,70.13
24.2549,1791.82,1.0185,-0.1471,-0.4491,75.85,18.895,68.42
24.2649,1792.03,-0.6534,-1.2424,0.2506,75.69,19.238,70.4
24.2749,1792.25,-0.8826,-0.0099,-0.3453,75.67,18.779,71.79
24.2849,1792.46,1.1631,1.2115,0.3222,75.82,19.62,68.27
24.2949,1792.67,0.7634,-0.6729,-0.3992,75.97,19.968,69.74
24.3049,1792.87,-0.6571,-1.1511,0.5606,76.06,19.377,65.52
24.3149,1793.08,-1.1692,-0.0713,-0.1276,76.11,18.629,67.28
24.3249,1793.28,0.8202,1.2764,0.1168,76.28,19.952,68.98
24.3349,1793.47,0.8106,-0.5163,-0.3092,76.47,18.554,67.84
24.3449,1793.67,-0.7604,-1.2739,0.2419,76.45,18.671,72.36
24.3549,1793.86,-0.9735,0.3595,-0.3957,76.36,19.357,69.93
24.3649,1794.05,0.7892,0.9681,0.4049,76.33,19.574,70.4
24.3749,1794.23,1.1101,-0.3013,-0.3905,76.64,19.66,69.03
24.3849,1794.42,-0.9604,-1.5397,0.3932,76.48,19.418,67.55
24.3949,1794.6,-1.3439,0.4453,-0.2577,76.43,20.332,67.97
24.4049,1794.77,1.355,1.6026,0.4029,76.29,19.487,69.31
24.4149,1794.95,1.276,0.4096,-0.4558,76.3,19.973,67.82
24.4249,1795.12,-1.2185,-1.1386,0.2644,76.18,19.851,69.75
24.4349,1795.28,-0.6543,0.4862,-0.5748,76.17,18.812,70.11
24.4449,1795.45,0.6806,0.7163,0.2308,75.98,19.375,68.78
24.4549,1795.61,0.9399,0.0857,-0.0646,76.04,20.523,65.71
24.4649,1795.77,-0.7439,-0.9674,0.2402,76.16,19.211,71.47
24.4749,1795.93,-0.9308,0.1698,-0.538,76.13,19.127,68.57
24.4849,1796.08,0.5977,1.4707,0.407,76.11,19.551,72.81
24.4949,1796.23,0.6529,-0.3552,-0.3756,76.1,19.233,69.81
24.5049,1796.38,-1.1084,-1.276,0.3298,76.12,19.071,68.56
24.5149,1796.52,-1.1092,0.4112,-0.1478,76.11,19.228,69.49
24.5249,1796.66,0.8141,0.8956,0.4415,76.19,20.187,65.53
24.5349,1796.8,0.6446,-0.0377,-0.4387,76.31,19.404,70.39
24.5449,1796.94,-0.6303,-1.4255,0.2956,76.23,18.809,72.83
24.5549,1797.07,-0.4127,0.0314,-0.4347,76.2,18.718,65.84
24.5649,1797.2,0.6615,0.934,0.4905,76.29,20.579,68.02
24.5749,1797.33,0.9303,-0.1048,-0.4056,76.15,19.365,68.58
24.5849,1797.45,-0.6863,-1.3156,0.0904,75.95,19.695,69.84
24.5949,1797.57,-0.7165,-0.0416,-0.3666,75.97,19.093,71.87
24.6049,1797.69,0.8596,1.01,0.1289,76.03,19.64,69.14
24.6149,1797.81,1.0805,-0.3042,-0.0318,75.95,20.21,71.56
24.6249,1797.92,-0.6928,-1.4566,0.2146,75.9,19.156,68.88
24.6349,1798.03,-1.2286,0.009,-0.3838,75.82,19.712,69.09
24.6449,1798.14,1.0989,1.6891,0.3983,75.74,18.781,69.13
24.6549,1798.24,1.123,-0.5128,-0.4029,75.81,20.496,69.98
24.6649,1798.34,-1.0678,-1.242,0.3161,75.69,19.62,67.71
24.6749,1798.44,-0.845,0.2067,-0.2963,75.67,19.28,69.65
24.6849,1798.53,1.0444,1.0558,0.5886,75.58,19.338,66.51
24.6949,1798.62,0.7932,-0.1439,-0.2445,75.44,19.233,67.88
24.7049,1798.71,-0.5181,-0.9241,0.5815,75.53,19.259,67.37
24.7149,1798.8,-0.1464,0.2235,-0.5167,75.48,18.266,68.72
24.7249,1798.88,0.6048,0.8519,0.4073,75.5,19.441,67.77
24.7349,1798.96,0.4408,0.0179,-0.3365,75.36,19.421,69.86
24.7449,1799.04,-0.7501,-1.1848,0.4124,75.28,19.736,66.7
24.755,1799.11,-0.6381,0.7341,-0.1533,75.36,19.231,65.61
24.765,1799.18,0.7726,0.5994,0.3267,75.63,19.107,66.32
24.775,1799.25,1.2901,-0.2534,-0.4206,75.43,19.49,69.63
24.785,1799.32,-1.244,-0.6811,0.4399,75.42,18.688,66.9
24.795,1799.38,-0.6458,0.2147,-0.6266,75.46,19.566,68.7
24.805,1799.44,0.6613,1.1043,0.3243,75.4,18.564,67.92
24.815,1799.49,1.369,-0.2299,-0.38,75.49,20.056,69.19
24.825,1799.55,-0.2459,-1.3002,0.2218,75.41,19.838,67.62
24.835,1799.6,-1.0827,0.2265,-0.2013,75.43,19.033,72.35
24.845,1799.64,0.6794,1.0759,0.2006,75.38,19.827,70.77
24.855,1799.69,1.1101,-0.4621,-0.3803,75.5,19.553,67.59
24.865,1799.73,-0.9609,-0.853,0.4039,75.44,18.993,67.51
24.875,1799.77,-0.8654,0.4213,-0.1569,75.41,18.487,73.01
24.885,1799.8,0.853,1.2228,0.3584,75.5,19.656,66.38
24.895,1799.84,0.2753,-0.1046,-0.2195,75.4,19.101,68.02
24.905,1799.87,-0.8501,-1.226,0.4651,75.41,20.046,67.84
24.915,1799.89,-1.0577,0.1139,-0.3415,75.23,19.506,67.87
24.925,1799.92,0.6986,1.0091,0.1966,75.13,19.149,65.3
24.935,1799.94,1.2833,-0.3078,-0.5752,75.17,20.398,68.29
24.945,1799.96,-1.224,-1.4244,0.376,75.08,19.788,66.22
24.955,1799.97,-0.6058,0.1839,-0.4414,75.03,17.672,70.42
24.965,1799.98,0.7639,1.0304,0.4979,75.08,19.257,65.62
24.975,1799.99,0.7653,0.2215,-0.2481,75.03,18.808,67.99
24.985,1800.0,-0.611,-1.8527,0.3323,75.12,19.1,64.52
24.995,1800.0,-0.7466,0.2655,-0.5337,75.14,19.428,64.52
25.005,1800.0,1.0198,1.5905,0.4366,75.19,19.677,66.43
25.015,1800.0,1.1386,-0.2807,-0.5127,75.32,19.631,66.7
25.025,1799.99,-0.9486,-0.9705,0.2462,75.35,20.039,69.83
25.035,1799.98,-1.0313,0.3368,-0.5069,75.51,19.818,67.7
25.045,1799.97,0.5242,0.9918,0.3392,75.6,19.787,69.75
25.055,1799.96,0.5994,-0.8731,-0.1845,75.55,19.6,67.26
25.065,1799.94,0.0345,-1.1071,0.3592,75.68,20.143,68.63
25.075,1799.92,-0.4731,0.1194,-0.4265,75.71,19.341,66.87
25.085,1799.89,0.4454,0.9581,0.1311,75.67,19.354,66.73
25.095,1799.87,0.4492,-0.4388,-0.2771,75.7,18.546,65.43
25.105,1799.84,-0.7067,-0.7218,0.2429,75.82,20.027,68.27
25.115,1799.8,-0.6812,0.9159,-0.3423,75.86,19.46,68.34
25.125,1799.77,1.0164,1.212,0.3068,76.04,20.965,68.74
25.135,1799.73,0.7683,-0.4316,-0.2342,76.15,19.295,68.44
25.145,1799.69,-0.8899,-1.4518,0.3363,76.2,19.542,71.09
25.155,1799.64,-0.7459,0.4333,-0.3688,76.1,19.77,68.18
25.165,1799.6,0.8785,1.603,0.4328,76.08,18.946,69.63
25.175,1799.55,0.1778,-0.3787,-0.0438,76.09,19.675,67.43
25.185,1799.49,-0.9221,-1.7517,0.4931,76.15,19.513,66.62
25.195,1799.44,-1.0985,0.4851,-0.3732,76.22,19.343,69.13
25.205,1799.38,0.9062,1.403,0.3603,76.23,20.081,67.69
25.215,1799.32,1.738,-0.7147,-0.4386,76.24,19.042,69.37
25.225,1799.25,-0.7439,-1.1123,0.2173,76.31,19.631,68.5
25.235,1799.18,-0.9359,0.4318,-0.4427,76.22,20.22,66.55
25.245,1799.11,1.1312,1.1378,0.244,76.39,19.139,69.74
25.2551,1799.04,0.9861,-0.5174,-0.2618,76.18,19.343,66.64
25.2651,1798.96,-0.729,-0.9018,0.1991,76.33,20.664,68.55
25.2751,1798.88,-0.6586,0.2195,-0.1597,76.32,19.727,69.8
25.2851,1798.8,1.4725,0.7842,0.4725,76.42,19.236,67.48
25.2951,1798.71,0.5008,-0.8335,-0.3566,76.45,19.89,69.6
25.3051,1798.62,-0.7139,-0.84,0.3597,76.48,19.204,68.67
25.3151,1798.53,-1.1173,0.4759,-0.4432,76.53,18.705,69.51
25.3251,1798.44,1.0231,1.1769,0.4001,76.61,20.172,66.56
25.3351,1798.34,0.5632,-0.4325,-0.1964,76.57,18.934,68.48
25.3451,1798.24,-0.982,-1.2868,0.2541,76.67,20.71,65.55
25.3551,1798.14,-0.9267,0.0542,-0.5895,76.56,19.239,70.6
25.3651,1798.03,1.15,1.0463,0.465,76.56,20.549,64.6
25.3751,1797.92,1.113,-0.8539,-0.3108,76.64,18.797,67.64
25.3851,1797.81,-1.2314,-1.3379,0.1914,76.73,19.993,66.45
25.3951,1797.69,-0.8204,0.2468,-0.4694,76.77,19.73,68.94
25.4051,1797.57,0.6452,1.306,0.2305,76.73,19.898,70.73
25.4151,1797.45,0.4587,-0.3352,-0.468,76.81,19.962,68.83
25.4251,1797.33,-0.9236,-0.9544,0.3108,76.74,19.228,72.46
25.4351,1797.2,-0.9281,0.6632,-0.3993,76.91,18.821,66.15
25.4451,1797.07,1.5869,1.4173,0.2617,76.89,19.449,66.05
25.4551,1796.94,0.9648,-0.2089,-0.473,76.73,19.585,66.53
25.4651,1796.8,-1.2726,-1.1494,0.3249,76.61,19.236,68.08
25.4751,1796.66,-1.0037,0.082,-0.334,76.61,19.609,66.23
25.4851,1796.52,1.1661,1.337,0.3117,76.62,19.634,66.62
25.4951,1796.38,1.4601,0.092,-0.1853,76.81,19.013,68.95
25.5051,1796.23,-1.3359,-1.0661,0.4353,76.7,19.664,65.89
25.5151,1796.08,-1.3968,0.8079,-0.5977,76.7,19.332,66.14
25.5251,1795.93,1.4217,0.7698,0.4375,76.59,19.114,67.23
25.5351,1795.77,0.9491,-0.6178,-0.2681,76.53,19.856,67.11
25.5451,1795.61,-1.1213,-0.937,0.2937,76.7,19.073,69.38
25.5551,1795.45,-0.6711,0.396,-0.5832,76.58,19.232,66.39
25.5651,1795.28,0.0705,1.4788,0.36,76.63,19.495,66.6
25.5751,1795.12,0.8318,-0.3344,-0.3599,76.66,20.144,68.36
25.5851,1794.95,-0.7632,-1.367,0.1905,76.66,19.552,68.84
25.5951,1794.77,-0.5528,0.2778,-0.5764,76.7,19.718,69.74
25.6051,1794.6,0.5577,0.7664,0.3455,76.58,19.304,68.35
25.6151,1794.42,0.8551,-0.614,-0.3936,76.74,19.412,67.88
25.6251,1794.23,-1.1399,-0.906,0.296,76.93,19.425,68.62
25.6351,1794.05,-0.7521,0.5507,-0.371,76.92,19.594,67.29
25.6451,1793.86,0.594,1.2394,0.1931,77.16,19.298,67.47
25.6551,1793.67,0.7055,-0.7635,-0.4237,77.11,20.114,64.93
25.6651,1793.47,-1.1617,-1.2378,0.4384,77.14,19.256,69.19
25.6751,1793.28,-0.6319,0.0276,-0.4108,77.28,18.587,68.42
25.6851,1793.08,1.1208,1.4419,0.1075,77.22,20.811,68.56
25.6951,1792.87,0.7561,-0.4804,-0.4291,77.07,19.274,63.54
25.7051,1792.67,-0.8521,-1.4187,0.1977,76.91,20.092,67.35
25.7151,1792.46,-1.2604,0.3426,-0.3181,77.1,20.136,66.21
25.7251,1792.25,0.774,0.9867,0.4059,77.04,19.904,69.77
25.7351,1792.03,0.81,0.0352,-0.6068,77.02,19.331,68.58
25.7451,1791.82,-0.078,-1.33,0.4718,76.9,19.571,67.86
25.7552,1791.6,-1.1579,-0.0134,-0.5247,76.98,18.789,67.13
25.7652,1791.37,1.3038,0.6076,0.5917,76.9,20.419,67.82
25.7752,1791.15,1.1226,-0.3447,-0.3651,76.84,18.996,66.22
25.7852,1790.92,-0.7806,-1.2858,0.1708,76.86,19.293,67.36
25.7952,1790.69,-0.2952,-0.0195,-0.529,76.75,19.468,66.52
25.8052,1790.45,0.9767,1.4421,0.4098,76.72,19.362,70.79
25.8152,1790.22,0.9388,-0.1715,-0.4163,76.86,19.086,69.73
25.8252,1789.98,-0.8813,-1.1513,0.343,76.89,20.109,68.82
25.8352,1789.73,-0.4542,0.68,-0.1155,76.9,19.885,65.04
25.8452,1789.49,1.1946,1.3094,0.2525,76.91,19.569,68.66
25.8552,1789.24,0.6328,-0.5453,-0.3483,76.86,19.206,67.71
25.8652,1788.99,-1.2617,-1.403,0.5702,77.05,19.935,69.13
25.8752,1788.73,-0.8806,0.5447,-0.3166,76.96,19.169,67.94
25.8852,1788.47,0.6262,1.2418,0.1162,76.98,20.184,67.14
25.8952,1788.21,0.7999,-0.2984,-0.2813,76.98,19.452,67.7
25.9052,1787.95,-0.4952,-1.3537,0.1826,77.07,20.009,64.51
25.9152,1787.69,-0.9553,0.4934,-0.1459,77.17,19.335,66.3
25.9252,1787.42,0.8539,0.9527,0.2334,77.16,19.425,67.96
25.9352,1787.15,0.8348,-0.3675,0.0886,77.18,20.0,68.93
25.9452,1786.87,-0.6124,-0.7793,0.5769,77.2,20.482,66.25
25.9552,1786.59,-1.4906,0.1774,-0.4762,76.96,20.162,66.97
25.9652,1786.31,0.6852,0.7472,0.3596,76.79,19.818,64.64
25.9752,1786.03,0.8791,-0.6064,-0.2435,76.72,19.672,69.22
25.9852,1785.74,-0.5074,-0.8913,0.474,76.66,19.121,68.82
25.9952,1785.46,-0.9625,0.4075,-0.29,76.53,19.52,67.93
26.0052,1785.17,0.3047,1.107,0.5441,76.6,18.913,67.76
26.0152,1784.87,1.0001,-0.4717,-0.3747,76.59,19.555,69.27
26.0252,1784.57,-1.0585,-1.0173,0.3012,76.56,19.584,65.69
26.0352,1784.27,-1.1702,0.1328,-0.4081,76.43,18.381,65.81
26.0452,1783.97,0.6808,1.2145,0.4848,76.42,19.378,68.45
26.0552,1783.67,0.7571,-0.5285,-0.3012,76.15,19.564,68.14
26.0652,1783.36,-1.0498,-1.3619,0.3996,76.13,19.312,64.91
26.0752,1783.05,-1.4733,0.1869,-0.2365,76.13,19.53,65.82
26.0852,1782.73,1.1377,1.043,0.0481,76.15,18.677,69.4
26.0952,1782.42,1.1933,-0.3591,-0.3091,75.98,18.957,67.3
26.1052,1782.1,-0.6733,-1.0774,0.3883,76.0,19.86,67.59
26.1152,1781.78,-1.1513,-0.5747,-0.1052,75.89,19.34,64.75
26.1252,1781.45,0.8085,0.9337,0.1261,75.81,19.507,67.37
26.1352,1781.12,0.8072,-0.4459,-0.1217,75.87,19.061,64.4
